id,caption
80949,A KITTEN NAPPING ON THE KEYBOARD OF A LAPTOP.
167067,a close up of a person wearing a bow tie 
150224,Family and friends are together at the beach.
136633,An umbrella is opened over a table at an outdoor market. 
490171,A man and a dog riding a surf board in the water .
462728,A man in the ocean with a dog on a surfboard.
493772,A man walking down a rain soaked road holding an umbrella.
356125,A elephant reaching out with some thing with its nose. 
476514,two people in a field wearing a dress and a suit and tie
526728,A man and a woman on a sidewalk standing in front of several suitcases. 
509403,A family outside in a yard playing frisbee with their dog. 
484296,Two zebras in a forest between many trees.
244592,Three zebras outside with two grazing next to each other.
387098,a computer desk with a laptop another monitor with a keyboard and mouse
188906,A dessert dish includes sprigs for garnish on this banana dish.
192670,A little league baseball player hits a ball.
324715,An apple computer is on a table with supplies.
567898,Three round plates filled with artistically presented food.
270677,A young man standing in front of a fence holding a skateboard.
291551,a boy that is on a skateboard doing a trick
293858,"A sandwich on toasted bread, with a salad and a bottle of water."
523957,A guy is skateboarding through cones on a street.
89078,Female snowboarder riding down a trail smiling at camera.
322574,A sandwich sitting on top of a pile of fries.
344100,A white plate on a table topped with a sandwich.
84674,A little boy is being held on a lap while eating.
246883,Two men holding their surfboards near an ocean. 
142971,A man riding on the back of a surfboard next to kids.
54164,a man that is surfing on some water
335328,A couple of people riding waves on top of boards.
453040,White flowers on a white decorative wedding cake.
462371,A group of people standing around a white cake.
365095,A soccer player in the midst of kicking a soccer ball.
536038,A woman laying in bed reading a book while wearing purple socks.
241668,There are two people enjoying a wedding reception
65074,A view of a bedroom with the bed unmade.
415882,a woman lying on a bed underneath a blanket
238013,"A man is playing tennis, the ball is coming toward him."
571598,three men smiling holding a wii controller in their hands
419601,The shades are partly drawn on this black and white motif room.
473821,A red couch next to a brown chair in a living room.
84362,A young child and cat in a living room.
474293,A full view of a beautiful store in a town. 
256775,Three children flying a box kite near the ocean.
506004,The ferris wheel is located in the middle of the water.
270908,A man laying on top of a tennis court while holding a tennis racquet.
379332,A man on a court swinging a tennis racket.
193743,A man standing on a tennis court waves to someone. 
331317,A wall mounted golden clock on the side of a building.
215778,There is a lap top computer on the desk
145020,Donald Duck talking to Minney Mouse at Disney World at Christmas.
172396,A pizza being made within the oven 
419653,A buffet of casserole dishes on a kitchen counter.
73153,A person talking on a phone with a tree in the foreground.
560911,a person sitting down with a cell phone
263425,Two men look into an enormous roaster at a pig inside.
24243,The girl is sitting inside the broken fridge on the side of the road. 
544306,The Big Ben clock tower towering over the city of London.
135890,A large stone building with a clock on it
60363,A large clock mounted to the side of a building.
142620,A man that is  sitting down on a bench in front of a table.
66771,A woman holding a smart phone at a table.
66817,A white plate topped with meat veggies and rice with sauce.
370486,a woman holding a colorful striped umbrella 
17899,an old woman is in front of some food on a table
109976,An all white kitchen with an electric stovetop. 
66841," A whimsical artistic toaster has eyes, a mouth, a nose, spoon feet, spoon ears, and a mixing beater tail."
98018,This is a picture of a kitchen in a poverty area of a town.
301376,A street area with a building and cars.
47121,A cat standing on the edge of a sink drink water.
289343,A man is riding a large bike through the park.
68078,A dog in a small bathroom with an orange shower curtain.
327769,A cat lying down in a sink in a bathroom.
92124,A bathroom with a white toilet and a sink net to a shower.
368335,a brown horse is walking in between two cars
457848,A line of parked motorcycles with the edges of image blurred.
578792,A person is leaning low on their motorcycle on the tracks.
2149,A large white bowl of many green apples. 
275749,A group of people standing in a room.
192871,A glass bowl filled with oranges on a table.
468925,"a plate with bacon, eggs and hamburger topped with bananas"
276284,A motorcycle is parked in a parking lot.
85376,A single green motorcycle Ina full parking lot
196185,A jetliner taking off from an airport runway.
71711,A large airplane museum with old war planes.
423798,A street at night is lit up by streetlights.
288584,A person dressed as a giraffe carrying a bullhorn.
98716,Elderly man sitting on a bench facing the beach. 
66561,Couple of sheep relaxing in a fielder brown
217060,The airplane is flying near a cloud in the sky. 
531707,A group of people sitting on a wooden bench next to a  field.
569030,A woman is standing at a crosswalk at a traffic intersection.
94871,A group of people standing around sheep on a field.
15746,A fire hydrant is standing amid some grass.
390301,A white and green rusted fire hydrant spewing out frozen water.
39484,A variety of cars on a street with buildings.
273617,a street light is on at the top of a hilll
288685,a sheep in a field with a dog and people watching 
76261,Two birds flying in a gray sky next to a mountain.
176847,Black birds picking berries out of the tree
542073,A street light in front of a store front window.
494863,A train next to another train next to a car.
307598,"a yellow and green train, at stop lights."
505942,Two people have a conversation at an intersection
309173,there is a red stop sign on this street
304365,A large long train on a steel track.
14473,a red and black train is coming down the tracks
396338,A couple of cars on a city street.
416330,The cat is laying down squashing one side of its face.
14831,A brown and white animal laying on top of a bed.
572408,A cow standing in a field with a smaller cow.
125806,Two black cows facing each other with woods behind them.
90062,A black and white cow stands in a paddock with firewood in the background.
512648,A brown cow under a tree in a grassy area.
505573,A dog wears a tie while on the steps
160772,A boat on the water with a lighthouse in the background. 
88250,Two elephants with their trunks attached to each other
441543,A group of people with one person holding up a huge different color umbrella. 
293300,Two large elephants standing next to a wire fence.
511398,A small dog on a harness laying on top of a sandy beach.
93965,Two zebras made of Lego stand in a field.
163290,A giraffe standing next to a zebra on a field.
572900,A man holding a white frisbee in his right hand.
134856,Three people on horseback ride along the beach while waves come in.
267933,Group of white horses walking next to a river.
40036,A person jumping a horse over a box.
576955,A rider takes their horse through some water at speed.
185473,a large group of horse with men riding on a few of them
465585,An aluminum pan full of chopped broccoli and carrots.
81738,Someone about to cut and birthday cake with blue and yellow frosting. 
442463,A kid is riding down the street on a skateboard.
450399,a man is standing behind a glass counter
516173,A woman in a wet suit carrying a surfboard into the ocean.
224222,a group of people that is surfing on some water
270122,Waves crashing on the shore with a surfer in the midst
148739,A person in a wet suit on a surfboard
371552,a boy with a green shirt and a black pair of shorts playing soccer
47801,A bald headed man eating a slice of cake.
249550,A spare bedroom with a bed with a flowered blanket.
569972,A para sailor with his board with sail in the surf.
317999,A baby is looking at a book while sucking a pacifier.
416534,"A room with table, chair, tv monitor and stand"
121744,A tennis player with his leg up in the air and a racket in one hand.
257865,A man with a tennis racquet is dressed in white.
324927,A plate of two slices of pizza and a cup of juice.
80022,A tennis player wearing white holds out his tennis racket as a ball floats in the air near it.
556000,A group of kids playing a game with a Nintendo Wii controller.
257370,two people are playing a baseball video game
39477,Someones living room with a sewing machine and plants. 
23751,A statue of a person holding an kite next to a child.
573008,A large Colgate clock is by the water.
403122,Female tennis player preparing to serve the ball
438876,A senior tennis player prepares to backhand the ball.
412286,A man swinging a tennis racquet towards a tennis ball.
147415,A woman is taking notes in front of her laptop
179112,A young woman takes a self portrait in the mirror.
261318,A BOY ON HIS PHONE OUTSIDE NEAR A RED CHAIR.
410487,a stove that has some food on it
168593,"There are two refrigerators in this dirty, rundown kitchen. "
372260,A car parked by a clock and some flowers.
536073,A blender where someone is making a mixed drink.
31749,A demonic looking chucky like doll standing next to a white clock.
546826,"A pink and green marker, next to another object. "
310200,The dessert has been split into two halves on the plate.
2685,A group of people standing around each other.
417632,A man pouring wine into two other mens wine glasses
244750,A man sitting at a table with wine glasses lined up in front of him.
29187,A man riding a horse drawn carriage on a race track.
343466,An empty kitchen in a house with a window in the corner.
248111,This basic kitchen has tools sitting on the floor
173799,Two men herding a pack of elephants across a field.
307145,A kitchen with old wooden cabinets and a stove top oven.
519569,a kitchen with a refrigerator a counter with chairs
557258,A white toilet sitting in a bathroom next to a tiled wall.
360564,A walk in shower next to a toilet with a wooden seat.
308466,"A bathroom containing a toilet, sink and bathtub with shower, with no accessories."
551304,A white and gold fancy toilet and stainless trash can.
114770,"A green military jeep, and motorcycle on display."
234413,A white toilet sitting in a bathroom stall next to a TP dispenser.
165681,This is an image of a row of scooters
267300,a dog laying down licking food off of a plate
147740,A woman walking while carrying bananas on her hat.
485237,Two large jets sitting on top of an airport runway.
208901,A large passenger jet flying through a gray sky.
404479,A large jetliner sitting on top of an airport runway.
504000,An airplane is vintage and is on display.
96549,An airplane on the runway either just landed or ready to take off.
110721,a large plane is docked at the airport and connected
438017,a street light on a corner with a red light on it 
405205,A passenger bus that is parked in a parking lot.
134689,there is a very tall giraffe standing in the wild
89697,The man is sitting on the arm of a bench near a woman.
349302,The two giraffes are standing in the dirt.
16502,A sheep standing on top of a rock. 
550691,A red double decker bus on a street.
452321,A large bus on the side of the road.
233567,A goat is standing in a barn by some hay.
413404,A park with lots of benches under trees.
321887,White sheep standing in front of a colorful wall in a building. 
345261,Two giraffe standing on to of a dry grass covered field.
147498,"Many birds fly around, above an empty beach"
509451,A group of people posing for a photograph at a black tie event.
509719,A small bird is standing on the concrete
169169,"A banner in a metropolitan area reading ""spring in the city""."
119233,A cat sprawled out over the top of a laptop computer keyboard.
439593,Two trains parked at a train station as passenger wait to board them.
124277,A train that is going through a city.
426268,A large long train with man inside on the track.
133000,A city view of an E-train on a track
565153,a road sign showing to stop on the road near a forest
235399,a white dog is sitting in the back of a truck and a mattress
189806,A cat and a Dog playing on the floor near shoes.
129416,A group of cows grazing in a field near a body of water.
519039,A white dump truck is going around a corner.
518213,a large bull with horns standing in a grassy field
365208,A black and white photo shows someone standing on a beach behind a curtain
450075,A person helping a woman put on a tie. 
60932,A group of people standing in a room.
473219,A man and woman look into each others eyes while getting married.
152214,"A man in a suit smiling at the camera
"
309964,The people are sitting outside under a large umbrella.
399655,A small dog is laying on a couch with a shoe.
80153,A person riding skis on top of a snow covered slope near a dog.
177861,Pedestrians walking on sidewalk with umbrella on rainy day.
194216,An outdoor area with a large bear and two smaller bears facing the wooded tree area.
308753,an animal laying down on top of some rocks.
119088,The men are up to their knees in the water.
71756,Two black bears captured together in night vision.
577149,there are many zebras walking on the side of this road
564280,A large dog sitting on top of a picture frame.
85823,"Two horses grazing on grass in the sun
"
364636,A mixed breed dog in a red collar pants in the heat outdoors.
402783,A white plate topped with orange peel slices.
113589,Two plastic containers next to a banana on a table.
167240,A vase siting on top of a wooden shelf near a map.
419312,Full course dinner served on large plate including drinks and dessert.
425361,"An individual is capture in the stillness of the picture.
"
352760,A man riding skis while flying through the air.
579900,A small loaded pizza on a yellow plate
569825,A catcher at a baseball game who removed his mask.
92660,"A pizza is prepared with cheese, tomato sauce, and broccoli. "
466602,A snow skier is standing on the snow.
128112,a man that is on a snowy trail
96825,A man with skis and ski poles is standing next to a hill covered in snow
562229,a child riding a skate board on a city street 
157365,There is no image here to provide a caption for.
15254,These platters display healthy food choices of two entrees with a side  vegetable and fruit
221872,"A tray with carrots, snap beans, mash potatoes and an egg."
515577,Two skiers prepare to make their way past an embankment
53626,A group of people standing on ski's in the snow.
376112,A mob of skier skiing down a snow covered mountain side.
343937,A woman wearing a white hat and white coat snowboarding down a slope.
530975,a round outdoor courtyard table with a hotdog and a bag of chips on it.
495448,A wedding cake with fresh flower sitting on a table.
120777,A tray topped with two plates of food and a drink.
535858,A woman trying to catch a wave on her surfboard.
530624,a close up of a dog laying on a bed 
7795,A narrow hotel room with two made up beds.
263403,A surfer flies off the crest of a wave.
167159,a doll with a bonnet and a book on a pillow
568195,The couple are getting ready to cut the cake. 
318238,two dachshunds and a cat sleep on a bed
491008,A man and a woman holding up a pizza in a seating area.
396526,The two images show a dining table and a lamp on another table near a door. 
385719,Laptop with computer monitors displayed on wooden desk.
172595,A desk with multiple computers inside a office 
328601,A tennis players concentrates as he prepares to smack the ball.
76468,Two tennis players shaking hands on the court 
373382,People sitting in the stands watching a man play tennis.
554156,A man holding a tennis racket in the air
530820,A man near a fence holding a racquet.
400161,A bunch of remotes that are in cloth holders.
383838,A woman that is looking at a white remote.
498032,A person standing in a room with a remote.
479248,A flat screen tv on a wooden tv stand.
181753,A living room with a loveseat and chairs surrounding a table.
415716,"A beige living room with a cabinet,flowers, lamp and armchair."
27186,A little girl playing with an interactive gaming unit.
366225,"Apple desktop computer with white keyboard, mouse and monitor on a desk."
379441,A living room filled with furniture and a book shelf filled with books.
15660,there is a man on a surf board in the ocean 
39914,A woman and small child are trying to fly a kite.
304404,A batter swings at the ball during a baseball game
570688,Several colorful kites in the sky by several persons in the ground.
236599,People hold flying kites in the air by the water
450439,a patriotic kite flying through the clear blue sky.
429690,A man hitting a tennis ball with a bat.
248112,A man playing tennis is getting ready to swing at the ball.
166166,A wooden table with a vase of flowers and a television.
427034,a person and their dog are browsing on the mac book
170116,A wall mounted with a list and other papers.
410735,Various different pictures of food in a bowl.
52413,"A child holding a pink toy cell phone with ""Princess Aurora"" inside it."
397354,A group of friends hanging out in a kitchen together.
579321,The person walking the dog has dressed it in a torn shirt.
44279,Two men work in the kitchen of a restaurant.
157807,a cat that is standing on a toilet and next to a sink
256941,a bicycle with a basket and a blue and pink umbrella 
279278,a person riding a skate board on a city street
255401,A bathroom filled with toilets and a tub next to a sink.
555597,Many cars parked on a city street with tall buildings in the background.
455624,Person driving a plated motorcycle on a track with people watching.
376310,A small bathroom with a mirror and sinks.
5503,a man standing in front of a toilet taking a piss
322429,A wooden shelf filled with lots of glass pots and plates.
143556,A group of bikers riding motorcycles across a bridge.
392481,A fighter jet plane ascending into the sky.
404128,A propellor airplane is on a grassy runway.
497568,A commercial plane being serviced by two people.
500049,A plane is parked in an airport field.
161044,A couple of airplanes flying under a cloudy sky.
144114,A small glider flying through the sky with a pilot.
248810,The adult giraffe is standing near a metal fence.
296969,A group of giraffe standing next to each other.
11511,A sculpture of two women stting on a bench with their purses on the ground while people standing in a line behind them. 
396903,Small red propeller airplane sitting on an airport runway. 
17905,A man standing next to a light and a sign.
372203,A wooden bench and a fire hydrant on a field.
189226,A red and silver fire hydrant sitting on top of a sidewalk.
27768,A bus which is part of the Metropolitan Transit System.
350607,A bench on a road side with a quilt covering it.
418959,A duck standing on a pile of debris in water
204871,A red fire hydrant with a sticker of several animals on it
88462,A large yellow school bus stopping on a road.
99114,A group of people crossing a street next to tall buildings.
449198,time shot of cars driving down Asian highway
475150,A giraffe stands near a tree in the wilderness. 
320232,"Buildings with large signs ""Park Here"" with rainy cement"
581100,Two giraffes and several other large animals roam a tropical zoo paddock.
6723,Row of buildings on empty street near side walk.
289594,A man in a hat leaning against a pole
476491,an alley between two buildings with a sky in the background
31322,A flock of swans swims in a bay.
278006,There are a few street signs next to a house.
314914,A two sign sitting on the side of a road.
337987,Colorful bird sitting on a branch of a tree.
249643,A train traveling down train tracks near a train station.
578967,A monorail is going down the track with people on it. 
247838,A small herd of buffalo resting on the ither side of the stream.
131444,A man wearing a hat and a gray jacket.
261796,A black and white picture of a large house is shown.
312549,This is a close up photo of a street sign of a cross street.
135410,A bike leaning up to a parking meter.
573626,Wild animals standing in a  forest next to a river.
306582,A group of cows standing next to a  line of laundry drying.
426372,A white truck with a red car sitting in it's back.
147745,Two trucks parked next to each other on a dirt road.
154000,A small white tow truck parked to another small white tow truck.
535094,A person holds a bottle toward a brown and white baby cow.
286422,Couple on sailboat with dog on open waters.
357081,A photograph of two cows grazing on a green pasture.
458223,a man walks along his bicycle near the ocean
311518,A small green boat in a pond outside an office building.
445248,a group of little elephants standing close to each other 
170739,a couple of elephants are standing behind a fence
281754,a kid and a girl are next to each other
112110,A man raising a foot over a brief case
341094,A statue of a large brown bear tearing off a cars door.
161978,Different people are doing skateboard tricks and riding.
517832,A small black dog sitting in an orange checkered chair.
521819,A group of kids play on a grassy area and lift their arms up as a Frisbee is just above their heads.
303499,Two people riding on the back of horses near a tall building.
448263,A baseball player kneeling to speak to a child
559547,"Men stand in uniforms, expressionless, in an historic photo."
109118,A group of men standing and sitting next to each other.
174123,A huge plate of yummy food with fork to eat. 
366711,A man standing outside beside a bunch of fruit. 
13597,A piece of chocolate cake on a plate.
579091,A plate of broccoli and meat on a table.
209142,Green salad with broccoli and peas with fork and bowl
70048,a table that has some food on top of it
106912,A young boy riding a skateboard across a parking lot.
276055,A woman holding up a large carrot in a backyard.
548555,There is a chili dog in the bun.
257084,a person on a skate board ride down a ramp 
154087,A group of people standing on a snow covered hill.
217872,Woman snow boarding off of a cliff in the air.
513567,Two Asian women eating chili dogs while standing on a street.
304817,Snowboard stuck in a thick collection of trees. 
164115,A surfboard sitting next to a shopping cart.
341973,Two girls pose for a photo holding doughnuts.
554595,A man laying on top of a sandy beach laying next to a surfboard.
540932,Two people standing on a beach next to the ocean.
46048,A little girl sitting on top of a bed next to a lamp.
59635,Woman in wet suit considers waves near forested coastline.
289415,this is a pizza that is sliced up in pieces
162581,A man wearing a white tshirt hits a tennis ball.
139,A woman stands in the dining area at the table.
33221,A woman holding a tennis racquet in the air
334417,A man looks on as he finishes his meal
276285,A small pizza in the middle of a table.
237071,A man standing on a tennis court holding a tennis racquet.
85772,A young man taking a swing at a tennis ball.
25603,A girl with some food and drink at a table.
158744,a man is holding some stuff standing by the curb
474021,A couple of guys playing on the nintendo wii at a gathering. 
506178,Blurry image of men in living room playing a stand-up video game.
159399,A person in a field flying a kite in the sky.
521719,A close up of several wind kites hanging.
193245,A crowd of people standing on a field flying kites.
163117,A large group of people in a field with kites.
224675,A woman standing next to a man kneeling down on the ground.
109827,A teddy bear leaning against a tree next to the road.
89296,A man holding a baseball bat preparing to swing it
320490,A little boy is swinging a baseball bat at a ball.
160012,A close up of a pizza pie sitting on a table.
312263,A clock is at the bottom of a very tall building.
363461,A computer desk and chair looks like a home office.
154213,Scissors are next to a pie crust in a dish.
365886,A person using a photo filter holding a samsung cell phone.
203629,A man on a cell phone in a public area holding his thumb up.
180798,a cellphone sitting on a blue mesh blanket
446207,A digital SLR camera next to a smart phone camera
233139,A display of clocks inside a shop window.
215114,A dead body sitting inside of an open refrigerator.
175438,A large cock sitting in the middle of a street.
150638,A table holding a variety of beverages at an outdoor party.
429530,Four vases with purple flower in it. There are two different shapes and sizes.
95069,A european city in nice a sunny bright day
161397,Several displays of flowers are on a table.
569700,a green vase with some flowers and greenery
231237,A vase with various flowers in it sitting on a tiled counter.
419098,Multiple pairs of scissors attached by a beaded metal string. 
237517,A wooden table topped with plates filled with lots of food.
579070,A group of people sitting around a table. 
78404,Three women sitting on a park bench next to each other.
482436,The woman in the diner and the man looking into the window are making eye contact.
485424,an image of a junky garage with trash everywhere
435880,A refrigerator next to a red wall in the kitchen. 
425226,A man kneeling down in front of a refrigerator.
276018,a bunch of kids walking through some grass
426166,A light blue bicycle chained to a pole on the sidewalk in front of a red building.
292005,a bathroom with a tub and a shower curtain 
33854,"A bus, old cabin cars, and motor cycles with people "
52412,A jetliner wing flying over the top of a parking.
523229,A dirty public bathroom with a handicap sign located above the toilet. 
484415,A hand is reaching out to the top if a toilet. 
68093,"A  pair of people sitting on a motorcycle, in the grass."
299887,A man and a woman are posing next to a red motorcycle.
394199,A woman sitting on top of a red motorcycle.
481567,A man stands beside his black and red motorcycle near a park.
405432,A white table topped with cakes and nuts.
314251,A parade of motorcycles is going through a group of tall trees.
260657,A worn and a new sign for the same Mexican food restaurant.
290619,Banana and plastic drink container sitting on a table.
214869,A woman sitting down with a large cell phone holder on her pants.
256192,A yellow BMW touring motorcycle parked in the street as people look on from behind a steel rail on the sidewalk.
41872,A bedroom with built in television and open fireplace
208208,a view of mountains from the window of a jet airplane
98520,A large passenger jet sitting on top of an airport runway.
388258,"There is a bike that is parked by a bench, and an airplane that is high in the sky"
26204,A street filled with lots of traffic next to tall buildings.
296317,"An African type landscape with giraffes, wildebeests and antelope."
234526,A little boy in a yellow shirt feeding a giraffe.  
202339,A man carrying a sign walking past buses.
238039,there is a goat that has a leash on 
459437,"A person feeding sheep behind a white picket fence,"
355817,A red and yellow bus parked in front of a tall building.
351530,People seated on wooden chairs and a bicycle parked nearby.
569273,Fire hydrant sitting in the middle of a hiking area on the side of a gorge. 
357748,A pink city bus at a bus stop.
20107,The fire hydrant has some writing on its side.
415536,A bus is driving on a wet road with many green trees on the roadside.
423617,a wet road busy with traffic like a taxi and bus
84170,a red and white bus and some cars in the rain
564336,a man at a restaurant using his laptop 
509258,A street sign shows directions to highways and towns.
104119,A large chicken walking through a grass covered landscape.
42563,Railway car on snow covered tracks approaching urban area.
66135,An old yellow train is waiting at the station.
27932,A catchers mitt sitting inside of a blue baseball hat.
488710,A woman standing next to a princess parking only sign.
363072,this trains station has a white building in the background
469246,A commuter train stops at a train station for passengers.
234660,Two white bullet trains parked at a train station.
430871,A parking meter next to a handicap parking space.
140203,A vehicle displays a customized license plate and milk advertisements.
434996,A small cat asleep in a pile of stuffed animals.
18833,A cat sleeping with its head resting on a sneaker.
231580,A man speaks to some children on a farm.  
350003,A firetruck is near a brown building off a side street that veers from a main road.
409867,A tall clear glass window with two cats sitting at the base of it.
33109,A semi truck is driving down a street.
58111,An orange and white cat laying on top of a sink.
295420,A blue truck drives down a narrow street.
343076,A fluffy cat laying on an electronic device
50006,Looking out over a bay with many tourist boats moored
443426,A guy in a suit and tie is posing for the camera. 
460683,A man wearing a blue tie with the ten commandments on it.
265108,A blue piece of luggage sitting up against the side of a building.
540466,A woman is walking and carrying an umbrella over her head.
503855,"A grass yard area that has several open umbrellas laid on the grass and various people around the roadway area.

"
275198,A group of people holding umbrellas eating a meal outdoors.
58384,A herd of elephants standing next to each other.
554579,Three women wearing long dresses standing behind a dog.
71226,Two dogs and a cat sleeping on their human's bed
183437,Three Asian people are riding on top of an elephant. 
9891,The man is loading luggage suitcases onto the cart in the parking lot. 
347930,A blue dog sitting on  a striped couch
389933,A dog sitting on a couch with its head cocked to the side.
22192,A dog is sitting on an unmade bed with pillows.
493019,A herd of giraffe standing next to each other eating.
491683,There is only one horse in the grassy field. 
52462,Two zebra standing next to each other in a dry grass field.
504439,"Two zebras, one walking toward the camera, one walking away."
347370,A person that is holding a lime in their hand.
2587,a close up of a banana and a doughnut in a plastic bag
60855,Five oranges with a red apple and a green apple.
210030,A white plate with a slice of cake on top of it.
293794,Man at street market with table full of bananas.
498919,Fresh fruit cart containing oranges and pears on it
153797,A baseball player throwing a pitch onto the field
358427,Two pieces of broccoli being held up on a fork
169356,A man flying through the air while riding a skateboard.
378673,A man riding a skateboard down the side of a ramp.
284106,A plate of chicken and vegetables sits next to a bowl of rice. 
223090,A white plate topped with dicked up lettuce next to carrots.
263068,A man in dark clothing is on a cement step doing a trick with his skateboard.
319617,a hot dog on a plate next to two glasses.
297595,A person on a surfboard is surfing on a crashing wave.
253452,A white plate topped with food next to a plate of onion rings.
451693,pizza sitting on stack of plates on wood background
575815,A pepperoni pizza sitting on top of a wooden cutting board.
403353,A lamp sitting next to a small bed with a book on top of it.
296222,A man wearing sunglasses while holding a plate of pizza.
382125,"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables."
495732,Two men play Wii in a cramped living room.
110449,A man standing next to another man wearing headphones.
367386,A living room with some empty couches in it 
319100,A woman and a man sitting on a couch next to each other.
507575,A computer desk with electronics on it and other desk accessories 
492758,An older person sitting in a living room chair near a walker.
57760,many people on a beach with a kite flying in the sky
16439,"A small desk with lamp, phone, and laptop on it."
43737,A photograph of a sidewalk covered in snow.
292225,People are playing tennis behind a long fence.
171788,A man is in action with the ball on a tennis court.
504389,a couple of people that are playing in a field
411774,A woman holding a tennis racquet while wearing glasses.
181499,A hand is holding a cd by a laptop computer.
192191,A frozen pizza is coming out of an oven.
433192,A laptop that is sitting on a bed.
506933,A man with a bald head wearing a pair of glases.
1296,A woman holding a Hello Kitty phone on her hands.
444275,A microwave oven sitting next to a device near a fence.
512248,A clock is shown on the side of a sign.
117492,A group of families with lots of children in a park.
145591,THERE IS A CLOCK THAT IS ON DISPLAY IN THE CITY
356531,a woman siting at a restaurant table with a plate of mexican food on it 
376322,A group of people are reading a menu at the table
379476,A long tunnel with a long table with lots of seats and candles next to wine glasses.
68833,A kitchen that has carpeted floors and wooden cabinets.
211825,A man blowing out candles on a cake.
229311,A stainless steel kitchen sink on a black granite countertop.
351609,a bunch of already peeled oranges grouped together 
368900,A cluttered room filled with a tv and a kitchen. 
384808,A man taking his picture in a bathroom mirror.
291634,One bicycle is parked next to many motorcycles.
222094,Road is littered with old cars and some wrecked trucks with a lone red and white stop sign at a grassy lot 
206271,The two urinals are on the wall with color tiles. 
348045,Three white urinals mounted to a bathroom wall.
329614,a double deckered bus on a city street
89761,A toilet seat behind a tree in the open outdoor.
267351,A large clock tower is yellow and white.
435003,A laptop computer sitting on a desk next to a desktop monitor.
131138,a desk with a cup plate laptop monitor and keyboard
248314,A plate of food placed next to a computer.
508482,The open doors looking into a subway from the station.
46378,A cat eating a bird it has caught.
129135,Yellow Train stopped at the station in front of a bench.  
293324,A group of large passenger jets parked in front of an airport.
156071,A group of people standing around at a rodeo.
446206,There is a train and bus in the cityscape. 
166509,A traffic light sitting on the side of a road next to a tree.
87244,the fire hydrant has on the side of the road
438269,There is a bird standing in the sand.
249219,A double decker bus driving down the road.
474452,A red sign notifying drivers that there is no parking allowed at any time.
338532,A giraffe stands in the middle of a sandy area.
157847,a bird that is flying high over the sky
134034,A pair of horses grazing in a field behind a fence.
166259,A group of fur ducks walks along a wooden walkway.
267946,A blue sign giving directions to a public toilet.
489046,A bird sitting inside of a green bush outside
347163,Traffic stop sign with dilapidated building behind it.
210099,An orange cat sunning itself on a lawn chair.
353970,a cat sitting in a chair looking up
416170,A cat sitting in behind a window looking out.
574315,A cat resting on a laptop next to a person.
328286,Boats docked at a harbor facing the city.
156372,A chair in the corner on a boat.
463849,Many boats are parked in the middle of a city. 
423944,Two headless mannequins display fashionable clothing in front of a pink background.
133645,a small boat in a body of water 
222559,People walk on the beach with boats nearby. 
188689,Large ship washed up ashore on a long stretch of beach. 
100428,A man is grabbing the tie of another person that appears in the mirror.
163682,A businessman is sitting in a chair and smiling for a photo.
157213,an elephant in a field near many bushes 
287527,A young man and woman holding their heads close to each other.
388846,A beach is full of umbrellas and beach chairs.
557672,A woman walking down a street holding an orange umbrella.
48504,Elephants are in a ring with a person near bleachers.
465180,People with elephants doing various activities in a river.
213033,A man standing near the water with an umbrella.
329041,A group of brief cases are piled up on the sidewalks.
110972,A large black bear walking across a field.
520707,Several people are seen walking through the airport while waiting for their bags.
423104,A man getting ready to throw a Frisbee on a field.
291861,A Zebra standing in between a group of large rocks 
515982,A man sliding into a base next to another baseball player.
129945,a man is swinging a baseball bat at a game
128598,"A group of red, yellow and orange fruit  mixed together."
257478,a close up of a baseball player holding a glove on the field
194746,A pizza covered in cheese dripping down onto the bottom of an oven burning.
213171,a boy dressed in a baseball uniform standing in a field. 
559707,"A plate of broccoli, ham, pasta and parmesan."
309655,A woman is posing for a picture on the snowy mountain.
324158,A man is skate boarding down a path and a dog is running by his side.
2473,A man flying through the air while riding skis.
68628,Guy jumps off the steps doing a flip trick with his skateboard
447611,A couple of people holding knives to the bottom of a laptop.
398438,A person cutting a multi layer cake with a knife.
142790,Two snow boarders during a snowy day at the hill.
449190,a close up of a burrito french fries and a cup of fruit
393469,A man knees down on the side of a snow filled mountainside.
345941,A desert on a plate with a spoon on the side of the plate.
420069,A group of people playing a game of baseball on a field.
227985,Two sandwiches cut in half sitting on top of a white plate.
231125,a person putting some pastries into a bag 
216636,A viw of a cake with pieces cut off of it.
277689,Lavishly decorated cake and empty drinking glasses await their tropical guests
92939,a man and female standing side by side with a cake cutter in their hand
468332,The man is holding the child and lighting the candle.
9914,"A plate of food which includes onions, tomato, lettuce, sauce, fries, and a sandwich."
16451,A bunch of surfboards that are in the sand.
31620,A bride and groom cutting their wedding cake.
420840,A female toddler who just finished eating with a bow in her hair
422670,A small child is reaching for the camera.
451571,A HALD EATEN CORN AND A SANDWICH ON THE PLAE
213830,two tennis players in blue shirts playing tennis
19432,a man playing tennis going for a low ball
79969,a tennis player hitting a serve on a court
485027,A tennis player is serving a tennis ball.
385029,A person cutting a pizza next to a salad and bottles of wine on wooden table.
307172,A baked dish on a plate being touched by a woman.
521717,A woman on a tennis court is swinging a racquet.
140076,A made up dinner table with a flower vase on the table. 
182155,Two teenage girls paying a video game together.
